row_id,booking,arrival,resolved,lead_time,arrival_month,stays_in_weekend_nights,stays_in_week_nights,hotel,meal,market_segment,distribution_channel,reserved_room_type,customer_type,target
91611,2016-06-15,2016-06-23,2016-06-24,8,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91677,2016-06-15,2016-06-23,2016-06-24,8,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91987,2016-06-15,2016-06-28,2016-06-29,13,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92019,2016-06-15,2016-06-28,2016-06-29,13,6,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92080,2016-06-15,2016-06-26,2016-06-30,11,6,2,2,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
92156,2016-06-15,2016-06-27,2016-07-01,12,6,1,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92228,2016-06-15,2016-07-01,2016-07-03,16,7,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92229,2016-06-15,2016-07-01,2016-07-03,16,7,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92328,2016-06-15,2016-07-03,2016-07-04,18,7,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92395,2016-06-15,2016-07-05,2016-07-06,20,7,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
93044,2016-06-15,2016-07-09,2016-07-16,24,7,2,5,City Hotel,BB,Online TA,TA/TO,D,Transient,0
93284,2016-06-15,2016-07-19,2016-07-20,34,7,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
93364,2016-06-15,2016-07-15,2016-07-21,30,7,2,4,City Hotel,SC,Online TA,TA/TO,A,Transient,0
93414,2016-06-15,2016-07-15,2016-07-21,30,7,2,4,City Hotel,BB,Online TA,TA/TO,A,Transient,0
6820,2016-06-16,2016-07-04,2016-06-23,18,7,1,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
6869,2016-06-16,2016-07-08,2016-06-24,22,7,2,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
6959,2016-06-16,2016-07-14,2016-06-30,28,7,0,3,Resort Hotel,BB,Online TA,TA/TO,H,Transient,1
7194,2016-06-16,2016-07-26,2016-06-29,40,7,1,5,Resort Hotel,HB,Online TA,TA/TO,D,Transient,1
7198,2016-06-16,2016-07-26,2016-07-15,40,7,1,5,Resort Hotel,HB,Online TA,TA/TO,D,Transient,1
7228,2016-06-16,2016-07-29,2016-06-16,43,7,0,2,Resort Hotel,FB,Online TA,TA/TO,A,Transient,1
7398,2016-06-16,2016-08-07,2016-07-08,52,8,2,3,Resort Hotel,BB,Online TA,TA/TO,G,Transient,1
7446,2016-06-16,2016-08-10,2016-07-27,55,8,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
7499,2016-06-16,2016-08-12,2016-07-11,57,8,1,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
13887,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
14310,2016-06-16,2016-06-21,2016-06-23,5,6,0,2,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
20037,2016-06-16,2016-06-27,2016-06-21,11,6,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,1
25117,2016-06-16,2016-06-16,2016-06-17,0,6,0,1,Resort Hotel,BB,Direct,Direct,F,Transient,0
25165,2016-06-16,2016-06-16,2016-06-17,0,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25168,2016-06-16,2016-06-16,2016-06-17,0,6,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
25171,2016-06-16,2016-06-16,2016-06-17,0,6,0,1,Resort Hotel,BB,Direct,Direct,F,Transient,0
25362,2016-06-16,2016-06-21,2016-06-23,5,6,0,2,Resort Hotel,BB,Direct,Direct,H,Transient,0
25409,2016-06-16,2016-06-25,2016-06-26,9,6,0,1,Resort Hotel,HB,Online TA,TA/TO,A,Transient-Party,0
25531,2016-06-16,2016-06-27,2016-07-01,11,6,1,3,Resort Hotel,BB,Direct,Direct,G,Transient,0
25535,2016-06-16,2016-06-25,2016-07-02,9,6,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25649,2016-06-16,2016-06-28,2016-07-05,12,6,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25688,2016-06-16,2016-07-03,2016-07-07,17,7,2,2,Resort Hotel,HB,Direct,Direct,A,Transient,0
26080,2016-06-16,2016-07-12,2016-07-21,26,7,2,7,Resort Hotel,HB,Direct,Direct,F,Transient,0
26354,2016-06-16,2016-07-23,2016-07-30,37,7,2,5,Resort Hotel,BB,Online TA,TA/TO,H,Transient,0
26381,2016-06-16,2016-07-24,2016-07-30,38,7,2,4,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
26422,2016-06-16,2016-07-29,2016-07-31,43,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26781,2016-06-16,2016-08-05,2016-08-11,50,8,2,4,Resort Hotel,HB,Offline TA/TO,TA/TO,C,Transient-Party,0
26782,2016-06-16,2016-08-05,2016-08-11,50,8,2,4,Resort Hotel,HB,Offline TA/TO,TA/TO,C,Transient-Party,0
26784,2016-06-16,2016-08-05,2016-08-11,50,8,2,4,Resort Hotel,HB,Offline TA/TO,TA/TO,C,Transient-Party,0
26795,2016-06-16,2016-08-10,2016-08-11,55,8,0,1,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
26804,2016-06-16,2016-08-07,2016-08-11,52,8,2,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26944,2016-06-16,2016-08-12,2016-08-15,57,8,1,2,Resort Hotel,BB,Direct,Direct,D,Transient,0
53119,2016-06-16,2016-06-16,2016-06-16,0,6,0,1,City Hotel,BB,Complementary,Corporate,A,Transient,1
53122,2016-06-16,2016-06-16,2016-06-16,0,6,0,1,City Hotel,BB,Complementary,Direct,A,Transient,1
53549,2016-06-16,2016-06-23,2016-06-17,7,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
53618,2016-06-16,2016-06-26,2016-06-16,10,6,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,1
53634,2016-06-16,2016-06-26,2016-06-17,10,6,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,1
54207,2016-06-16,2016-07-08,2016-06-24,22,7,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
54532,2016-06-16,2016-07-19,2016-07-15,33,7,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
54776,2016-06-16,2016-07-26,2016-06-20,40,7,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
55006,2016-06-16,2016-08-02,2016-06-29,47,8,0,3,City Hotel,BB,Direct,Direct,B,Transient,1
91072,2016-06-16,2016-06-16,2016-06-17,0,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91184,2016-06-16,2016-06-16,2016-06-17,0,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91188,2016-06-16,2016-06-16,2016-06-17,0,6,0,1,City Hotel,SC,Direct,Direct,A,Transient,0
91192,2016-06-16,2016-06-17,2016-06-18,1,6,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
91197,2016-06-16,2016-06-17,2016-06-18,1,6,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
91198,2016-06-16,2016-06-17,2016-06-18,1,6,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
91282,2016-06-16,2016-06-18,2016-06-19,2,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91292,2016-06-16,2016-06-17,2016-06-19,1,6,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91310,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91315,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91320,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91326,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91328,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91329,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91336,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91341,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91343,2016-06-16,2016-06-17,2016-06-20,1,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91376,2016-06-16,2016-06-16,2016-06-20,0,6,1,3,City Hotel,SC,Direct,Direct,A,Transient,0
91386,2016-06-16,2016-06-16,2016-06-21,0,6,2,3,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
91407,2016-06-16,2016-06-20,2016-06-21,4,6,1,0,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
91431,2016-06-16,2016-06-19,2016-06-22,3,6,2,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
91492,2016-06-16,2016-06-21,2016-06-23,5,6,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91572,2016-06-16,2016-06-20,2016-06-24,4,6,1,3,City Hotel,BB,Direct,Direct,D,Transient,0
91631,2016-06-16,2016-06-20,2016-06-24,4,6,1,3,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
91850,2016-06-16,2016-06-24,2016-06-26,8,6,0,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
91983,2016-06-16,2016-06-26,2016-06-29,10,6,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92191,2016-06-16,2016-06-29,2016-07-02,13,6,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92444,2016-06-16,2016-07-06,2016-07-07,20,7,0,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
92445,2016-06-16,2016-07-06,2016-07-07,20,7,0,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
92623,2016-06-16,2016-07-05,2016-07-09,19,7,0,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92624,2016-06-16,2016-07-05,2016-07-09,19,7,0,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92942,2016-06-16,2016-07-14,2016-07-15,28,7,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
93270,2016-06-16,2016-07-18,2016-07-20,32,7,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
93271,2016-06-16,2016-07-18,2016-07-20,32,7,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
93272,2016-06-16,2016-07-18,2016-07-20,32,7,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
93276,2016-06-16,2016-07-18,2016-07-20,32,7,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
93277,2016-06-16,2016-07-18,2016-07-20,32,7,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
93515,2016-06-16,2016-07-22,2016-07-23,36,7,0,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
93719,2016-06-16,2016-07-25,2016-07-26,39,7,1,0,City Hotel,BB,Corporate,Corporate,A,Transient,0
93764,2016-06-16,2016-07-26,2016-07-27,40,7,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
93765,2016-06-16,2016-07-26,2016-07-27,40,7,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
93767,2016-06-16,2016-07-26,2016-07-27,40,7,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
93768,2016-06-16,2016-07-26,2016-07-27,40,7,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
93770,2016-06-16,2016-07-26,2016-07-27,40,7,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
93778,2016-06-16,2016-07-26,2016-07-27,40,7,0,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
94472,2016-06-16,2016-08-03,2016-08-05,48,8,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
94729,2016-06-16,2016-08-06,2016-08-09,51,8,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
95101,2016-06-16,2016-08-08,2016-08-15,53,8,2,5,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
95594,2016-06-16,2016-08-15,2016-08-21,60,8,1,5,City Hotel,BB,Direct,Direct,E,Transient,0
6728,2016-06-17,2016-06-27,2016-06-24,10,6,1,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,1
6883,2016-06-17,2016-07-09,2016-06-20,22,7,2,1,Resort Hotel,BB,Direct,Direct,H,Transient,1
6950,2016-06-17,2016-07-13,2016-06-27,26,7,0,3,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
7479,2016-06-17,2016-08-11,2016-06-21,55,8,2,3,Resort Hotel,HB,Online TA,TA/TO,D,Transient,1
7534,2016-06-17,2016-08-13,2016-07-26,57,8,2,4,Resort Hotel,BB,Online TA,TA/TO,G,Transient,1
21565,2016-06-17,2016-06-20,2016-06-21,3,6,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
23787,2016-06-17,2016-06-21,2016-06-22,4,6,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
25237,2016-06-17,2016-06-18,2016-06-19,1,6,0,1,Resort Hotel,BB,Direct,Direct,H,Transient,0
25272,2016-06-17,2016-06-19,2016-06-21,2,6,2,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25349,2016-06-17,2016-06-22,2016-06-23,5,6,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
25399,2016-06-17,2016-06-24,2016-06-26,7,6,0,2,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
25417,2016-06-17,2016-06-25,2016-06-26,8,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25449,2016-06-17,2016-06-27,2016-06-28,10,6,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25450,2016-06-17,2016-06-27,2016-06-28,10,6,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25684,2016-06-17,2016-07-04,2016-07-07,17,7,1,2,Resort Hotel,BB,Direct,Direct,F,Transient,0
25772,2016-06-17,2016-07-08,2016-07-10,21,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25917,2016-06-17,2016-07-10,2016-07-16,23,7,2,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
53505,2016-06-17,2016-06-23,2016-06-17,6,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
53855,2016-06-17,2016-07-01,2016-06-17,14,7,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
54507,2016-06-17,2016-07-18,2016-06-19,31,7,1,3,City Hotel,HB,Online TA,TA/TO,D,Transient,1
54810,2016-06-17,2016-07-27,2016-06-25,40,7,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
76693,2016-06-17,2016-06-21,2016-06-22,4,6,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
78710,2016-06-17,2016-06-20,2016-06-22,3,6,1,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
82113,2016-06-17,2016-06-20,2016-06-22,3,6,1,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
82114,2016-06-17,2016-06-27,2016-06-28,10,6,1,0,City Hotel,BB,Corporate,Corporate,A,Transient,0
86263,2016-06-17,2016-06-22,2016-06-23,5,6,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
91200,2016-06-17,2016-06-17,2016-06-18,0,6,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91202,2016-06-17,2016-06-17,2016-06-18,0,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91204,2016-06-17,2016-06-17,2016-06-18,0,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91212,2016-06-17,2016-06-17,2016-06-18,0,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91216,2016-06-17,2016-06-17,2016-06-18,0,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91252,2016-06-17,2016-06-17,2016-06-19,0,6,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
91263,2016-06-17,2016-06-17,2016-06-18,0,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91278,2016-06-17,2016-06-18,2016-06-19,1,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91285,2016-06-17,2016-06-17,2016-06-19,0,6,0,2,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
91290,2016-06-17,2016-06-18,2016-06-19,1,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91394,2016-06-17,2016-06-20,2016-06-21,3,6,1,0,City Hotel,BB,Direct,Direct,D,Transient,0
91401,2016-06-17,2016-06-20,2016-06-21,3,6,1,0,City Hotel,BB,Complementary,Direct,D,Transient,0
91408,2016-06-17,2016-06-20,2016-06-21,3,6,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91418,2016-06-17,2016-06-18,2016-06-21,1,6,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91588,2016-06-17,2016-06-22,2016-06-24,5,6,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91599,2016-06-17,2016-06-23,2016-06-24,6,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91601,2016-06-17,2016-06-23,2016-06-24,6,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91647,2016-06-17,2016-06-20,2016-06-24,3,6,1,3,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
92145,2016-06-17,2016-06-29,2016-07-01,12,6,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92153,2016-06-17,2016-06-29,2016-07-01,12,6,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92159,2016-06-17,2016-07-01,2016-07-02,14,7,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
92160,2016-06-17,2016-07-01,2016-07-02,14,7,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
92330,2016-06-17,2016-07-02,2016-07-05,15,7,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92531,2016-06-17,2016-07-06,2016-07-08,19,7,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
92806,2016-06-17,2016-07-09,2016-07-12,22,7,2,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
93014,2016-06-17,2016-07-12,2016-07-16,25,7,0,4,City Hotel,SC,Offline TA/TO,TA/TO,A,Transient,0
93389,2016-06-17,2016-07-16,2016-07-21,29,7,2,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
6927,2016-06-18,2016-07-12,2016-06-19,24,7,0,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
7115,2016-06-18,2016-07-22,2016-07-11,34,7,0,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
7135,2016-06-18,2016-07-23,2016-07-18,35,7,2,5,Resort Hotel,BB,Online TA,TA/TO,G,Transient,1
25230,2016-06-18,2016-06-18,2016-06-19,0,6,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
25260,2016-06-18,2016-06-18,2016-06-20,0,6,1,1,Resort Hotel,BB,Direct,Direct,E,Transient,0
25464,2016-06-18,2016-06-25,2016-06-28,7,6,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26486,2016-06-18,2016-07-28,2016-08-01,40,7,1,3,Resort Hotel,FB,Online TA,TA/TO,A,Transient,0
26938,2016-06-18,2016-08-13,2016-08-15,56,8,1,1,Resort Hotel,HB,Online TA,TA/TO,H,Transient,0
53691,2016-06-18,2016-06-27,2016-06-20,9,6,1,3,City Hotel,HB,Online TA,TA/TO,D,Transient,1
54768,2016-06-18,2016-07-26,2016-07-01,38,7,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,1
54969,2016-06-18,2016-08-01,2016-07-11,44,8,1,3,City Hotel,BB,Direct,Direct,A,Transient,1
55378,2016-06-18,2016-08-11,2016-07-16,54,8,2,3,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
91261,2016-06-18,2016-06-18,2016-06-19,0,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91264,2016-06-18,2016-06-18,2016-06-19,0,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91270,2016-06-18,2016-06-18,2016-06-19,0,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91339,2016-06-18,2016-06-19,2016-06-20,1,6,1,0,City Hotel,BB,Direct,Direct,A,Transient,0
91369,2016-06-18,2016-06-19,2016-06-20,1,6,1,0,City Hotel,BB,Direct,Direct,A,Transient,0
91389,2016-06-18,2016-06-18,2016-06-21,0,6,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91426,2016-06-18,2016-06-19,2016-06-21,1,6,2,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91553,2016-06-18,2016-06-18,2016-06-23,0,6,2,3,City Hotel,BB,Direct,Direct,F,Transient,0
91780,2016-06-18,2016-06-23,2016-06-26,5,6,0,3,City Hotel,BB,Direct,Direct,G,Transient,0
91932,2016-06-18,2016-06-26,2016-06-27,8,6,1,0,City Hotel,SC,Offline TA/TO,TA/TO,A,Transient,0
91981,2016-06-18,2016-06-26,2016-06-29,8,6,2,1,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
92089,2016-06-18,2016-06-30,2016-07-01,12,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92479,2016-06-18,2016-07-02,2016-07-07,14,7,2,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92573,2016-06-18,2016-07-08,2016-07-09,20,7,0,1,City Hotel,BB,Direct,Direct,E,Transient,0
93858,2016-06-18,2016-07-25,2016-07-28,37,7,1,2,City Hotel,BB,Direct,Direct,D,Transient,0
95173,2016-06-18,2016-08-13,2016-08-16,56,8,2,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
95174,2016-06-18,2016-08-13,2016-08-16,56,8,2,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
6670,2016-06-19,2016-06-22,2016-06-19,3,6,0,1,Resort Hotel,HB,Online TA,TA/TO,E,Transient,1
6819,2016-06-19,2016-07-04,2016-06-23,15,7,1,2,Resort Hotel,HB,Online TA,TA/TO,H,Transient,1
7359,2016-06-19,2016-08-05,2016-07-11,47,8,2,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
7385,2016-06-19,2016-08-06,2016-07-03,48,8,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
25288,2016-06-19,2016-06-19,2016-06-21,0,6,2,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
25376,2016-06-19,2016-06-22,2016-06-24,3,6,0,2,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
25905,2016-06-19,2016-07-09,2016-07-16,20,7,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26472,2016-06-19,2016-07-30,2016-08-01,41,7,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26879,2016-06-19,2016-08-09,2016-08-13,51,8,0,4,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
26914,2016-06-19,2016-08-09,2016-08-15,51,8,1,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
27008,2016-06-19,2016-08-15,2016-08-17,57,8,1,1,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
27202,2016-06-19,2016-08-16,2016-08-22,58,8,1,5,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
53756,2016-06-19,2016-06-29,2016-06-26,10,6,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,1
53822,2016-06-19,2016-06-30,2016-06-23,11,6,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,1
53962,2016-06-19,2016-07-03,2016-06-19,14,7,2,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
91265,2016-06-19,2016-06-19,2016-06-20,0,6,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91302,2016-06-19,2016-06-19,2016-06-20,0,6,1,0,City Hotel,HB,Direct,Direct,A,Transient,0
91422,2016-06-19,2016-06-20,2016-06-21,1,6,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91584,2016-06-19,2016-06-22,2016-06-24,3,6,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91604,2016-06-19,2016-06-22,2016-06-24,3,6,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
91965,2016-06-19,2016-06-26,2016-06-28,7,6,2,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92411,2016-06-19,2016-07-04,2016-07-06,15,7,1,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92460,2016-06-19,2016-07-03,2016-07-07,14,7,2,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
93186,2016-06-19,2016-07-15,2016-07-18,26,7,1,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
93468,2016-06-19,2016-07-18,2016-07-22,29,7,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
93472,2016-06-19,2016-07-18,2016-07-22,29,7,1,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
93516,2016-06-19,2016-07-19,2016-07-23,30,7,0,4,City Hotel,BB,Direct,Direct,E,Transient,0
93740,2016-06-19,2016-07-25,2016-07-26,36,7,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
93808,2016-06-19,2016-07-26,2016-07-27,37,7,0,1,City Hotel,BB,Direct,Direct,E,Transient,0
94605,2016-06-19,2016-08-03,2016-08-07,45,8,0,4,City Hotel,BB,Online TA,TA/TO,A,Transient,0
95422,2016-06-19,2016-08-15,2016-08-19,57,8,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
6657,2016-06-20,2016-06-22,2016-06-22,2,6,0,3,Resort Hotel,BB,Direct,Direct,G,Transient,1
6671,2016-06-20,2016-06-22,2016-06-23,2,6,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
6844,2016-06-20,2016-07-06,2016-06-21,16,7,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,1
6861,2016-06-20,2016-07-08,2016-06-20,18,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
6951,2016-06-20,2016-07-13,2016-06-21,23,7,0,4,Resort Hotel,BB,Direct,Direct,A,Transient,1
6953,2016-06-20,2016-07-13,2016-06-28,23,7,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
6976,2016-06-20,2016-07-15,2016-06-28,25,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
7119,2016-06-20,2016-07-22,2016-06-21,32,7,1,2,Resort Hotel,BB,Online TA,TA/TO,E,Transient,1
13955,2016-06-20,2016-06-20,2016-06-22,0,6,1,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14883,2016-06-20,2016-06-21,2016-06-22,1,6,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
24087,2016-06-20,2016-06-30,2016-07-01,10,6,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
